group,time_day,at_risk_n,figure,variable,strategy,abs_smd,outcome,analysis,population,exposure_definition,severity_adjustment,weight_strategy,contrast,estimate_type,estimate,CI_lower,CI_upper,interpretation_flag,label,metric,lower,upper
,,,S4,,,,90-day same-system readmission,full classifiable sensitivity; administrative follow-up completeness not guaranteed,full 72h classifiable cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1304351974604,1.0589190362317666,1.206781342041755,prespecified sensitivity; not a replacement for primary result,full classifiable sensitivity; administrative follow-up completeness not guaranteed | 3_no_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,full classifiable sensitivity; administrative follow-up completeness not guaranteed,full 72h classifiable cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1784025063315908,1.09048035235704,1.2734135593796705,prespecified sensitivity; not a replacement for primary result,full classifiable sensitivity; administrative follow-up completeness not guaranteed | 4_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,A_main_nonneurologic_sofa,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,1.1178758374277438,1.0462443728850446,1.1944115737118364,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,A_main_nonneurologic_sofa,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1209827437576152,1.0439672177215025,1.2036798574431604,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,A_main_nonneurologic_sofa,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1544855252108617,1.0597063856214402,1.2577416216471962,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,B_official_first_day_sofa,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,1.1181223137077192,1.0464831962826495,1.1946656313757296,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,B_official_first_day_sofa,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1153606028883514,1.039049458622725,1.197276283772329,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,B_official_first_day_sofa,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.148150199639347,1.0544247699447211,1.2502066705062158,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,C_official_oasis,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,1.1140188313438817,1.0426351169086827,1.190289811327621,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,C_official_oasis,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1439145011005607,1.0655923598947148,1.227993400738566,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,C_official_oasis,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.171588986106472,1.0756113926198674,1.276130730656076,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,D_organ_support,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,1.1121362802266257,1.0408674441998549,1.1882849374226672,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,D_organ_support,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.139053616219869,1.0597387026286915,1.2243047624902637,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S4,,,,90-day same-system readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,D_organ_support,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.175467300883931,1.078269544452309,1.2814266920143604,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,untrimmed,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9473032490521676,0.8600843237232942,1.0433668198718369,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,untrimmed,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.2064565569737298,1.0943578953221649,1.3300378514986773,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,untrimmed,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,0.9640453718045184,0.8498239469206991,1.0936188398377025,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,trim_1_99,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9618437757023212,0.8726149770747279,1.06019661954309,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,trim_1_99,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.2188253321137676,1.104515437182313,1.344965529854366,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,trim_1_99,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,0.9694500522976944,0.8535649333593474,1.1010684333072716,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,trim_5_95,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.979714076951504,0.8863866672282626,1.0828679041149871,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,trim_5_95,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.222821552120452,1.1045962286642297,1.3537005735919487,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,IPSW Model 2 cause-specific Cox,conservative readmission cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,trim_5_95,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,0.9994107578496984,0.8770127568729853,1.1388909170113295,prespecified sensitivity; not a replacement for primary result,IPSW cause-specific Cox | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,strict-prior psychiatric exposure Model 2 cause-specific Cox,conservative readmission cohort,strict-prior psychiatric comorbidity + 72h delirium,Model 2 main severity,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9989989108458128,0.8758359188049217,1.1394814969827798,prespecified sensitivity; not a replacement for primary result,strict-prior psychiatric exposure cause-specific Cox | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,strict-prior psychiatric exposure Model 2 cause-specific Cox,conservative readmission cohort,strict-prior psychiatric comorbidity + 72h delirium,Model 2 main severity,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.1851361797292042,1.0862935418453614,1.2929725809813164,prespecified sensitivity; not a replacement for primary result,strict-prior psychiatric exposure cause-specific Cox | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,strict-prior psychiatric exposure Model 2 cause-specific Cox,conservative readmission cohort,strict-prior psychiatric comorbidity + 72h delirium,Model 2 main severity,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.029013313003965,0.8663289859860679,1.222247455029081,prespecified sensitivity; not a replacement for primary result,strict-prior psychiatric exposure cause-specific Cox | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,48h delirium definition Model 2 cause-specific Cox,48h classifiable conservative readmission cohort,documented-by-index psychiatric comorbidity + 48h delirium,Model 2 main severity,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,1.0082262917314588,0.9164733520676386,1.10916509797608,prespecified sensitivity; not a replacement for primary result,48h delirium definition cause-specific Cox | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,48h delirium definition Model 2 cause-specific Cox,48h classifiable conservative readmission cohort,documented-by-index psychiatric comorbidity + 48h delirium,Model 2 main severity,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.230923187500918,1.1137581619964412,1.3604137282472837,prespecified sensitivity; not a replacement for primary result,48h delirium definition cause-specific Cox | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,48h delirium definition Model 2 cause-specific Cox,48h classifiable conservative readmission cohort,documented-by-index psychiatric comorbidity + 48h delirium,Model 2 main severity,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,0.9919728750185142,0.8725416051200462,1.1277515925869397,prespecified sensitivity; not a replacement for primary result,48h delirium definition cause-specific Cox | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,full classifiable sensitivity; administrative follow-up completeness not guaranteed,full 72h classifiable cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9882910569501068,0.9048917757738888,1.0793768264854011,prespecified sensitivity; not a replacement for primary result,full classifiable sensitivity; administrative follow-up completeness not guaranteed | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,full classifiable sensitivity; administrative follow-up completeness not guaranteed,full 72h classifiable cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.203858957613639,1.0998931818744904,1.3176519444885288,prespecified sensitivity; not a replacement for primary result,full classifiable sensitivity; administrative follow-up completeness not guaranteed | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,full classifiable sensitivity; administrative follow-up completeness not guaranteed,full 72h classifiable cohort,primary documented-by-index psychiatric comorbidity + 72h delirium,Model 2 main severity,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.064644000360378,0.9519940773798622,1.1906238436093497,prespecified sensitivity; not a replacement for primary result,full classifiable sensitivity; administrative follow-up completeness not guaranteed | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,A_main_nonneurologic_sofa,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9965074423630484,0.9064266583320344,1.0955404649199836,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,A_main_nonneurologic_sofa,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.228972133789423,1.1157780206078778,1.3536496307823611,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,A_main_nonneurologic_sofa,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.0390247142510012,0.919541815614834,1.1740329134488998,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,B_official_first_day_sofa,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.997087479855034,0.9069449782285272,1.096189367987386,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,B_official_first_day_sofa,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.2258070247997943,1.1135166398984917,1.349421111646344,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,B_official_first_day_sofa,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.037827599811311,0.9191171166820672,1.171870382327655,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,C_official_oasis,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9962003031369931,0.906114745063472,1.095242130620797,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,C_official_oasis,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.2281085766322388,1.1152665900330865,1.35236784592724,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,C_official_oasis,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.036457288080728,0.9173923986207936,1.170975159191066,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,D_organ_support,none,2_primary_psych_no_delirium vs 1_no_primary_psych_no_delirium,HR,0.9935536615973636,0.903721320226366,1.0923155804560032,converged,severity alternative model | 2_primary_psych_no_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,D_organ_support,none,3_no_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.2421223127854304,1.1261891720542034,1.3699899432572136,converged,severity alternative model | 3_no_primary_psych_delirium,,,
,,,S5,,,,365-day same-system ICU readmission,severity alternative model,prespecified analysis population,primary documented-by-index psychiatric comorbidity + 72h delirium,D_organ_support,none,4_primary_psych_delirium vs 1_no_primary_psych_no_delirium,HR,1.0593959676012268,0.9366524674378686,1.198224373699402,converged,severity alternative model | 4_primary_psych_delirium,,,
,,,S6,,,,Mortality,,,,,,,,-0.0152128211740996,,,,Mortality interaction contrast,interaction_contrast,-0.0337402173383237,0.0025020572138269
,,,S6,,,,Mortality,,,,,,,,-0.0997228933740865,,,,Mortality RERI,RERI,-0.223792434900638,0.0160541504892314
,,,S6,,,,Readmission,,,,,,,,-0.0170674860027767,,,,Readmission interaction contrast,interaction_contrast,-0.0403068907289085,0.006573534969883
,,,S6,,,,Readmission,,,,,,,,-0.0677996449314457,,,,Readmission RERI,RERI,-0.1610452757805376,0.0263672635173365
,,,S6,,,,ICU readmission,,,,,,,,-0.0185873021928034,,,,ICU readmission interaction contrast,interaction_contrast,-0.0373192843198069,0.0007106276337806
,,,S6,,,,ICU readmission,,,,,,,,-0.1415795762800951,,,,ICU readmission RERI,RERI,-0.2870205744575848,0.0052218440071791
